Team_Size,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Team_Experience_Level,External_Dependencies_Count,Change_Request_Frequency,Project_Phase,Vendor_Reliability_Score,Communication_Frequency,Regulatory_Compliance_Level,Technology_Familiarity,Schedule_Pressure,Resource_Availability,Integration_Complexity,Project_Budget_USD
8,15,6.69,8,Expert,2,0.57,Monitoring,0.41,4.19,Critical,Expert,0.1,0.37,4.42,710671.01
16,18,7.76,13,Senior,4,7.71,Initiation,0.66,3.57,Low,Familiar,0.07,0.8,5.69,1161661.18
6,6,2.94,5,Junior,0,1.22,Closure,0.56,4.1,Low,Expert,0.18,0.85,5.68,335158.18
5,9,4.13,6,Senior,3,0.49,Planning,0.81,5.3,Medium,Expert,0.13,0.66,4.82,453918.05
10,17,6.66,10,Senior,5,2.28,Closure,0.78,3.45,Critical,Expert,0.0,0.79,2.08,736046.1
45,35,8.27,24,Expert,3,2.99,Planning,0.48,3.18,Critical,Expert,0.0,0.49,8.7,2845766.5
13,17,6.57,8,Mixed,4,6.01,Closure,0.87,7.85,Medium,New,0.0,0.67,4.59,1179781.95
8,11,5.57,7,Expert,3,0.49,Execution,0.76,2.62,Low,Expert,0.21,0.51,7.99,526101.67
13,15,6.59,13,Expert,4,0.87,Planning,0.98,6.56,High,Familiar,0.09,0.82,6.69,1317485.36
13,18,5.87,13,Mixed,1,0.91,Initiation,0.97,2.63,High,Expert,0.0,0.4,8.31,1285137.88
11,13,5.6,8,Junior,4,0.38,Execution,0.68,4.99,Critical,Familiar,0.07,0.7,7.99,1025796.47
10,15,6.61,9,Mixed,4,2.17,Initiation,0.82,5.53,Low,Familiar,0.09,0.52,1.87,940575.95
26,29,10.0,17,Senior,5,1.5,Monitoring,0.4,3.32,Critical,Familiar,0.0,0.49,9.14,2257863.05
14,16,8.24,9,Mixed,5,2.42,Execution,0.67,2.06,High,New,0.22,0.74,4.24,1069059.8
14,17,5.26,8,Senior,3,0.86,Planning,0.82,2.23,Medium,Expert,0.0,0.73,9.65,956947.56
21,17,3.41,10,Junior,1,1.38,Planning,0.49,3.31,Medium,Expert,0.0,0.58,7.26,1353233.12
5,8,3.05,4,Mixed,3,0.47,Execution,0.76,4.79,Critical,Familiar,0.0,0.74,8.91,513012.13
6,6,2.71,8,Senior,1,2.63,Initiation,0.82,2.95,Low,Familiar,0.11,0.51,2.64,794413.54
23,18,3.38,15,Junior,2,0.12,Execution,0.73,5.0,Medium,Familiar,0.0,0.32,1.89,1956725.55
2,7,3.86,6,Expert,2,1.3,Planning,0.91,4.44,Critical,Familiar,0.27,0.44,1.18,428326.32
16,17,4.73,7,Mixed,2,2.4,Planning,0.8,2.53,Low,Expert,0.0,0.42,3.31,898936.03
14,17,6.89,7,Mixed,4,1.52,Closure,0.73,9.9,Medium,Familiar,0.01,0.87,7.11,708864.41
34,28,7.27,19,Mixed,5,0.92,Closure,0.68,4.81,Medium,Familiar,0.0,0.85,8.68,2087314.47
8,9,3.29,9,Mixed,1,2.38,Monitoring,0.61,0.47,Medium,Familiar,0.0,0.42,6.46,695973.37
13,20,8.33,10,Expert,5,3.0,Monitoring,0.58,3.58,Medium,Familiar,0.04,0.84,5.58,1089582.68
28,19,4.43,13,Mixed,3,2.5,Planning,0.97,2.38,Critical,Familiar,0.0,0.87,4.75,1821301.38
9,14,5.17,8,Mixed,4,0.34,Execution,0.58,5.4,Low,Familiar,0.0,0.39,4.6,724912.13
7,6,3.2,9,Mixed,3,4.4,Initiation,0.85,1.1,High,New,0.25,0.44,9.62,620242.11
35,28,7.13,18,Mixed,3,2.91,Execution,0.72,1.75,Critical,Familiar,0.0,0.86,8.81,2146206.87
4,6,2.59,7,Expert,0,0.44,Initiation,0.53,3.36,High,Expert,0.07,0.47,8.4,388978.4
21,17,4.72,18,Expert,2,1.71,Initiation,0.62,8.37,High,New,0.0,0.33,8.88,1896875.87
16,14,3.54,15,Junior,0,0.92,Planning,0.63,3.23,High,Familiar,0.0,0.39,3.52,1490068.7
7,13,6.6,11,Mixed,2,5.9,Closure,0.52,6.06,Low,Expert,0.21,0.96,3.67,870478.85
17,22,9.06,19,Mixed,5,0.17,Execution,0.95,2.27,Medium,New,0.03,0.6,8.98,1938687.5
12,14,7.45,7,Senior,2,0.55,Initiation,0.66,2.66,Medium,Familiar,0.25,0.9,4.31,782035.46
19,22,10.0,10,Mixed,5,1.49,Initiation,0.77,5.99,Critical,New,0.12,0.77,1.74,1410956.82
25,28,9.03,15,Mixed,6,0.98,Planning,0.67,2.44,Critical,Expert,0.0,0.77,5.25,2200553.66
16,17,5.75,8,Junior,4,3.33,Monitoring,0.29,1.09,High,Familiar,0.0,0.4,3.63,926504.44
4,10,4.57,6,Junior,4,1.99,Execution,0.91,2.81,Medium,Familiar,0.12,0.99,1.17,530776.02
12,20,9.53,9,Senior,4,1.16,Monitoring,0.44,0.23,Critical,New,0.16,0.61,3.76,1204108.7
5,6,3.4,8,Junior,2,0.95,Initiation,0.75,3.96,Critical,Familiar,0.29,0.45,7.3,553539.11
29,31,10.0,20,Mixed,4,0.89,Monitoring,0.83,0.94,Low,Familiar,0.0,0.95,2.22,2811983.87
28,24,6.14,12,Mixed,3,0.77,Planning,0.88,5.94,Medium,Expert,0.0,0.53,2.51,1784716.14
9,11,4.36,10,Mixed,2,1.97,Planning,0.92,2.58,Low,New,0.0,0.63,9.42,569987.65
11,20,7.32,6,Senior,3,1.24,Planning,0.79,2.4,High,Expert,0.0,0.4,2.69,782029.08
7,16,6.23,9,Mixed,2,1.16,Closure,0.87,7.98,Critical,Expert,0.0,0.65,2.87,526832.53
6,8,3.96,5,Senior,0,1.03,Planning,0.49,5.59,Critical,Familiar,0.19,0.44,5.66,618096.63
11,20,8.64,6,Senior,3,1.44,Initiation,0.92,5.7,Medium,Familiar,0.07,0.39,7.77,816750.43
22,21,6.14,8,Mixed,5,1.51,Execution,0.71,3.96,Critical,New,0.0,0.5,8.15,772811.99
17,22,7.55,10,Mixed,3,1.82,Planning,0.65,3.01,High,Familiar,0.0,0.57,5.66,803216.17
15,17,7.32,13,Mixed,5,0.64,Closure,0.42,3.28,Medium,New,0.07,0.33,9.9,1028501.51
36,33,8.47,21,Mixed,4,1.12,Initiation,0.51,1.49,Medium,Expert,0.0,0.45,5.28,2117963.35
13,18,7.38,13,Mixed,4,2.0,Planning,0.63,3.62,High,Familiar,0.02,0.86,4.93,1199360.69
2,9,3.02,9,Mixed,0,1.55,Monitoring,0.9,1.97,Low,Familiar,0.0,0.69,8.76,374566.9
10,17,8.13,12,Senior,6,2.48,Initiation,0.82,2.11,Medium,Expert,0.16,0.7,7.4,1007670.9
8,14,7.78,6,Mixed,5,1.56,Monitoring,0.79,2.95,High,Familiar,0.28,0.8,9.94,686521.83
20,18,4.41,14,Expert,4,2.44,Closure,0.97,3.23,Low,Expert,0.0,0.32,4.03,1220073.24
10,10,5.61,6,Junior,2,0.27,Execution,0.85,4.04,High,Familiar,0.29,0.95,3.09,597758.38
11,12,4.35,8,Junior,4,0.4,Execution,0.81,2.08,Critical,New,0.0,0.47,2.56,389055.9
14,24,9.36,9,Mixed,4,1.4,Monitoring,0.82,4.85,Low,Familiar,0.0,0.81,6.68,867112.35
9,15,5.33,6,Senior,2,1.18,Execution,0.74,3.1,Low,Expert,0.0,0.48,8.68,813885.06
10,14,5.37,4,Senior,2,0.54,Monitoring,0.73,2.23,Critical,Expert,0.0,0.52,2.91,518354.69
13,21,8.43,10,Expert,6,1.8,Closure,0.89,2.66,High,Familiar,0.0,0.87,3.35,1080639.58
19,19,8.44,12,Senior,3,2.16,Planning,0.65,3.23,Low,Familiar,0.1,0.44,9.58,1407790.43
20,24,10.0,10,Mixed,6,1.89,Closure,0.59,0.64,Medium,Familiar,0.04,0.36,4.91,1341214.67
18,18,4.96,9,Senior,4,2.2,Monitoring,0.74,5.29,Medium,Expert,0.0,0.38,6.28,843035.48
8,11,6.2,9,Mixed,4,1.99,Initiation,0.48,3.35,Critical,New,0.29,0.53,2.97,652733.53
14,17,4.66,9,Senior,2,2.11,Planning,0.76,2.09,Medium,Familiar,0.0,0.95,5.99,963881.64
7,6,1.88,5,Junior,0,0.74,Initiation,0.68,3.21,Critical,New,0.0,0.71,4.32,288414.37
13,18,7.02,9,Mixed,2,1.13,Closure,0.73,5.68,Medium,Familiar,0.0,0.81,7.36,1074720.86
29,21,5.98,14,Senior,4,0.39,Execution,0.77,2.8,Low,Expert,0.0,0.57,8.03,1586622.88
14,20,8.25,8,Mixed,6,0.59,Execution,0.85,2.18,Low,Expert,0.03,0.54,2.9,1155291.38
19,20,4.53,14,Junior,3,0.18,Initiation,0.72,4.37,Low,Familiar,0.0,0.33,4.26,1227683.35
30,25,6.46,15,Senior,2,0.33,Execution,0.7,1.08,Low,Familiar,0.0,0.75,5.83,1953001.1
12,13,4.84,12,Mixed,3,4.99,Initiation,0.78,2.85,Critical,Expert,0.0,0.77,9.04,1195431.33
13,18,8.89,12,Senior,4,2.25,Initiation,0.59,3.69,High,Familiar,0.19,0.67,8.29,1020472.4
23,25,10.0,13,Mixed,5,2.07,Monitoring,0.75,1.59,Critical,Familiar,0.0,0.87,3.95,1584056.98
2,6,1.66,5,Mixed,2,1.92,Planning,0.72,1.11,Medium,Expert,0.0,0.58,8.99,234362.21
12,19,7.62,10,Expert,2,1.58,Initiation,0.71,2.03,High,New,0.0,0.61,6.63,562160.72
21,25,10.0,18,Mixed,4,0.18,Planning,0.9,3.54,Critical,Familiar,0.0,0.73,8.16,1788756.51
13,19,8.91,14,Senior,4,0.37,Initiation,0.93,1.86,High,New,0.15,0.48,1.89,1427435.65
18,22,8.18,12,Mixed,4,1.32,Closure,0.59,6.85,High,Familiar,0.0,0.55,2.9,1597936.28
45,35,10.0,20,Junior,6,0.92,Execution,0.87,4.1,Medium,Familiar,0.0,0.63,2.7,2206303.19
30,22,4.64,20,Senior,3,3.34,Planning,0.73,1.77,Medium,Familiar,0.0,0.95,5.94,2116198.27
23,24,10.0,17,Mixed,6,2.27,Initiation,0.84,10.73,Critical,New,0.04,0.64,6.78,1635192.14
23,21,6.59,13,Senior,3,1.03,Initiation,0.65,2.08,High,Expert,0.0,0.38,1.27,914290.32
10,8,3.76,7,Mixed,0,0.4,Execution,0.73,3.16,Critical,Expert,0.15,0.42,5.51,714891.85
11,9,4.12,6,Junior,1,0.43,Closure,0.71,1.04,Critical,New,0.13,0.43,6.93,714537.93
26,21,5.1,17,Senior,4,3.48,Closure,0.62,0.83,Critical,New,0.0,0.88,8.88,2084797.29
10,15,6.03,7,Senior,5,0.61,Planning,0.95,3.16,High,New,0.0,0.33,3.74,999009.7
6,8,2.69,3,Senior,2,1.6,Initiation,0.95,4.43,Low,Familiar,0.0,0.62,6.61,326365.61
14,19,6.4,12,Mixed,2,1.72,Execution,0.94,3.36,Low,New,0.0,0.49,1.23,1481371.61
7,7,3.95,9,Mixed,0,1.79,Execution,0.71,0.94,Medium,Expert,0.29,0.3,5.58,435925.74
8,10,4.22,7,Senior,1,2.1,Initiation,0.93,6.75,Critical,Expert,0.05,0.99,6.39,549949.03
11,11,3.88,11,Mixed,0,2.54,Initiation,0.66,5.28,Critical,Familiar,0.0,0.94,9.03,688331.31
18,15,5.2,9,Senior,4,0.69,Initiation,0.97,3.19,High,Expert,0.0,0.67,6.01,986150.92
16,24,10.0,11,Junior,6,2.42,Planning,0.58,3.73,Critical,New,0.04,0.61,4.44,1315371.54
17,15,4.88,14,Senior,4,0.72,Closure,0.47,2.28,Medium,New,0.0,0.63,6.85,1352058.19
18,23,9.0,18,Senior,6,0.91,Execution,0.71,3.15,Low,New,0.0,0.36,2.13,1923035.55
23,26,9.05,17,Junior,4,1.88,Monitoring,0.88,3.98,Medium,New,0.0,0.48,5.08,1848453.41
17,18,4.96,8,Mixed,4,1.66,Planning,0.76,7.21,Medium,Expert,0.0,0.51,3.81,1083667.21
16,20,7.92,12,Mixed,4,3.64,Closure,0.62,0.9,High,Expert,0.0,0.79,7.52,1167878.28
8,7,3.93,3,Senior,3,0.38,Execution,0.84,5.27,Low,Expert,0.29,0.79,8.64,290375.39
16,18,7.91,10,Expert,2,1.67,Monitoring,0.86,3.06,Low,Expert,0.09,0.83,9.82,1392536.38
3,11,4.62,4,Senior,2,3.01,Execution,0.49,5.13,Medium,Familiar,0.05,0.49,5.59,361301.66
25,28,10.0,20,Mixed,7,1.44,Monitoring,0.92,9.3,Low,New,0.0,0.67,6.03,2330434.94
8,17,6.85,8,Mixed,3,2.4,Closure,0.94,3.15,Critical,New,0.01,0.37,3.26,500862.09
13,15,6.35,13,Senior,2,1.34,Execution,0.89,2.29,Medium,New,0.06,0.93,6.39,1397049.93
6,10,4.1,7,Mixed,4,1.29,Closure,0.76,0.82,Critical,New,0.02,0.8,5.67,623810.76
15,20,7.97,9,Junior,3,2.38,Execution,0.91,1.98,Low,Familiar,0.0,0.58,3.03,1058211.26
12,17,7.74,10,Expert,2,0.38,Planning,0.9,2.19,Low,Familiar,0.12,0.62,3.36,810477.41
3,7,3.12,4,Senior,2,1.58,Initiation,0.81,7.04,High,Expert,0.1,0.39,3.41,468772.75
2,3,2.14,6,Mixed,2,2.27,Initiation,0.85,4.39,Low,New,0.44,0.77,5.97,315006.76
18,27,9.91,10,Mixed,6,1.63,Closure,0.56,0.89,Critical,Expert,0.0,0.71,3.95,1323148.28
40,24,4.95,21,Junior,1,1.97,Closure,0.47,6.09,Medium,Expert,0.0,0.88,7.71,2492240.04
8,16,6.84,8,Mixed,4,1.4,Closure,0.89,4.58,Critical,Familiar,0.06,0.63,7.98,508166.74
11,11,5.1,7,Mixed,4,2.32,Closure,0.81,2.58,Low,New,0.14,0.61,1.52,648746.94
9,13,5.73,8,Senior,3,2.67,Execution,0.53,4.19,Critical,Familiar,0.09,0.73,2.09,719622.07
19,20,6.57,8,Expert,2,2.15,Closure,0.66,4.85,Critical,Familiar,0.0,0.71,8.07,1115010.97
42,34,8.98,20,Junior,6,0.76,Planning,0.41,2.55,Medium,New,0.0,0.88,3.15,2339388.92
22,27,10.0,17,Senior,6,1.97,Initiation,0.68,9.32,Medium,Familiar,0.0,0.44,9.35,2033928.98
12,13,6.33,6,Expert,5,2.59,Execution,0.41,3.37,Low,Familiar,0.18,0.37,8.58,779890.99
14,17,5.68,4,Expert,3,1.88,Execution,0.92,1.32,Low,Expert,0.0,0.64,8.0,566556.9
13,11,3.08,10,Mixed,3,1.19,Initiation,0.54,3.22,Low,New,0.0,0.3,4.81,840331.56
6,10,4.88,8,Senior,2,4.55,Monitoring,0.79,1.62,Low,Expert,0.18,0.38,9.63,509836.5
30,26,6.06,13,Expert,3,4.12,Monitoring,0.69,6.82,Low,Expert,0.0,1.0,2.48,1828689.16
15,22,8.3,12,Mixed,6,0.78,Monitoring,0.93,1.7,High,New,0.0,0.31,7.43,1328509.68
10,10,3.39,9,Senior,1,2.87,Monitoring,0.55,0.84,Low,Familiar,0.0,0.42,4.68,849782.05
29,21,4.81,14,Mixed,1,3.11,Monitoring,0.29,2.61,Low,Familiar,0.0,0.56,4.78,1963788.33
17,13,4.17,11,Senior,4,2.64,Closure,0.97,2.94,Low,Expert,0.0,0.68,8.88,1141642.09
12,20,6.97,10,Mixed,5,3.62,Initiation,0.54,5.74,Medium,Familiar,0.0,0.69,4.76,1359708.11
3,8,3.28,8,Expert,3,3.63,Planning,0.69,2.52,Medium,Expert,0.02,0.73,5.59,340601.97
13,18,7.51,12,Junior,4,2.01,Execution,0.83,2.56,Medium,Expert,0.04,0.96,8.28,858576.76
11,15,6.59,7,Senior,3,0.73,Initiation,0.78,1.31,Medium,Expert,0.09,0.56,9.26,702464.2
12,18,7.82,9,Mixed,4,0.14,Initiation,0.59,4.49,Critical,Familiar,0.08,0.92,5.31,702250.2
7,17,6.48,8,Mixed,3,1.22,Closure,0.88,3.26,Low,New,0.0,0.59,5.56,861188.71
4,8,3.53,6,Mixed,0,4.37,Execution,0.52,1.54,Critical,Familiar,0.09,0.89,8.67,469991.14
48,36,9.46,19,Senior,3,0.44,Closure,0.72,5.19,Medium,Expert,0.0,0.57,9.56,2709270.57
13,26,10.0,13,Junior,5,0.77,Monitoring,0.67,3.29,Medium,Familiar,0.0,0.3,3.11,1080692.38
3,12,4.06,8,Junior,1,0.57,Monitoring,0.41,6.6,Critical,New,0.0,0.43,5.66,459012.28
9,13,5.75,6,Senior,3,6.49,Planning,0.23,4.25,Medium,Familiar,0.1,0.66,3.82,424072.89
6,11,4.08,10,Junior,1,2.79,Monitoring,0.84,2.47,High,New,0.0,0.78,1.89,717815.91
13,18,6.91,10,Mixed,4,0.44,Planning,0.57,1.65,High,Familiar,0.0,0.3,8.43,1250142.32
12,14,3.84,9,Mixed,1,2.22,Planning,0.5,3.06,Medium,New,0.0,0.47,4.62,1016231.31
7,16,5.53,5,Senior,2,1.17,Planning,0.92,6.18,Critical,Familiar,0.0,0.57,3.47,638728.15
28,24,7.89,15,Junior,4,2.02,Monitoring,0.88,3.63,High,New,0.0,0.97,5.44,1761747.61
4,9,4.44,10,Senior,3,0.28,Closure,0.55,4.04,Low,New,0.19,0.59,6.25,598589.24
8,13,5.51,12,Expert,4,0.43,Initiation,0.47,4.94,Critical,Expert,0.06,0.99,9.38,791921.26
13,12,4.0,9,Mixed,2,3.39,Planning,0.96,1.21,Medium,Expert,0.0,0.83,8.32,509897.27
9,16,6.34,9,Senior,3,4.61,Closure,0.69,4.15,Low,Expert,0.0,0.7,2.21,758614.24
11,14,5.65,5,Expert,4,1.24,Initiation,0.74,1.99,High,Expert,0.01,0.83,3.82,722410.23
3,5,3.41,3,Expert,2,1.2,Monitoring,0.59,4.87,Medium,Expert,0.41,0.76,8.71,406059.35
14,19,7.26,9,Senior,5,0.48,Initiation,0.98,7.79,High,Familiar,0.0,0.83,7.96,1322697.33
20,27,10.0,15,Senior,5,4.75,Execution,0.9,0.88,High,Expert,0.0,0.88,4.17,1658247.06
39,34,9.06,18,Mixed,4,0.97,Initiation,0.72,1.91,Critical,Expert,0.0,0.33,2.77,2114609.47
9,12,4.42,13,Senior,1,1.96,Execution,0.54,8.9,Low,Familiar,0.0,0.32,2.72,1087480.75
11,17,7.17,11,Mixed,3,1.94,Initiation,0.77,3.94,Medium,Expert,0.05,0.5,8.13,748625.88
22,22,6.06,12,Mixed,3,2.55,Closure,0.93,11.23,Low,New,0.0,0.94,6.19,1446150.07
16,21,8.48,10,Senior,4,0.4,Closure,0.44,1.11,Critical,Familiar,0.01,0.78,6.81,1286318.68
10,15,6.19,12,Junior,5,2.73,Closure,0.81,4.01,Low,Familiar,0.03,0.9,4.97,920897.82
9,14,6.51,9,Junior,5,1.95,Initiation,0.6,7.73,Critical,Familiar,0.14,0.82,2.92,731717.95
10,13,5.43,8,Senior,3,0.81,Monitoring,0.68,2.48,Medium,Familiar,0.04,0.83,1.74,1092484.31
17,19,8.54,10,Senior,5,1.13,Monitoring,0.66,3.14,Medium,Expert,0.11,0.46,1.26,1243456.38
23,22,5.72,10,Mixed,3,1.6,Planning,0.65,5.51,Medium,Expert,0.0,0.4,5.58,1454428.29
16,19,7.64,11,Senior,2,1.39,Initiation,0.77,0.97,Critical,Familiar,0.01,0.76,3.27,1411705.5
9,6,2.63,8,Junior,0,1.19,Initiation,0.97,3.75,Critical,Expert,0.09,0.97,3.61,749511.66
28,26,8.06,24,Junior,4,1.09,Monitoring,0.68,2.09,Critical,Familiar,0.0,0.74,6.52,2591623.69
15,17,7.67,10,Expert,4,1.12,Planning,0.79,4.31,High,New,0.11,0.42,1.24,1405193.11
20,25,10.0,16,Senior,7,0.85,Initiation,0.52,3.51,Low,New,0.0,0.66,4.59,1743155.01
11,15,5.54,7,Senior,3,1.15,Planning,0.62,5.57,Critical,Expert,0.0,0.75,5.17,802299.62
24,20,6.04,14,Junior,4,5.5,Closure,0.82,2.65,Low,Familiar,0.0,0.41,5.65,1405577.84
16,12,3.82,11,Senior,2,1.17,Execution,0.55,4.22,Low,New,0.0,0.7,9.48,840138.04
16,16,6.54,12,Mixed,4,1.47,Closure,0.68,2.9,High,Familiar,0.02,0.43,8.33,1202793.95
4,7,3.83,8,Senior,2,1.42,Execution,0.72,2.27,Critical,Familiar,0.27,0.53,2.85,477544.91
9,12,5.45,11,Expert,3,0.84,Initiation,0.78,1.98,Low,New,0.12,0.99,2.78,684369.32
12,20,7.8,10,Expert,5,2.33,Monitoring,0.84,0.77,Critical,New,0.0,0.73,8.8,1007272.71
16,25,10.0,14,Senior,6,0.18,Initiation,0.7,1.96,Critical,Familiar,0.0,0.99,8.31,1542079.15
2,7,4.69,9,Mixed,4,1.82,Monitoring,0.95,2.12,Medium,Familiar,0.4,0.71,9.54,399333.33
2,4,3.13,8,Mixed,0,0.47,Planning,0.63,1.07,High,Familiar,0.49,0.78,2.41,235170.73
11,13,4.43,9,Senior,2,0.75,Initiation,0.63,4.92,Critical,Familiar,0.0,0.32,8.93,409251.11
17,21,10.0,15,Junior,4,0.98,Monitoring,0.43,1.71,Medium,New,0.16,0.94,5.02,1202934.17
10,6,2.66,4,Senior,3,1.03,Initiation,0.91,1.58,Critical,New,0.1,0.6,2.37,398566.9
7,8,4.01,5,Mixed,2,2.03,Monitoring,0.82,6.99,Critical,Familiar,0.2,0.39,4.37,476195.27
15,19,6.35,11,Mixed,5,1.79,Planning,0.91,6.44,Critical,Familiar,0.0,0.36,5.45,929563.83
9,16,6.55,11,Senior,4,2.47,Closure,0.84,3.43,Low,Expert,0.02,0.33,3.86,991056.81
7,9,2.9,5,Senior,1,1.01,Monitoring,0.6,5.16,High,New,0.0,0.47,4.3,528829.47
25,24,7.44,19,Senior,2,1.73,Execution,0.54,4.51,Low,Familiar,0.0,0.54,3.87,1956890.53
17,21,8.52,15,Mixed,3,0.18,Closure,0.88,3.26,High,New,0.01,0.32,3.32,1353427.92
5,5,2.67,3,Mixed,3,2.45,Monitoring,0.77,0.19,Low,Familiar,0.25,0.99,7.89,224058.03
31,25,7.09,16,Mixed,4,1.01,Closure,0.5,1.23,Low,Familiar,0.0,0.89,6.99,1740913.93
4,8,2.11,2,Mixed,3,2.12,Execution,0.89,1.22,Medium,Familiar,0.0,0.93,9.29,289125.24
8,11,4.44,11,Junior,3,2.71,Monitoring,0.74,6.58,Critical,New,0.01,0.79,8.1,1134184.3
9,14,7.51,4,Senior,5,0.5,Execution,0.72,4.5,Medium,Familiar,0.25,0.44,8.69,599611.92
8,11,5.26,10,Senior,4,1.0,Closure,0.65,1.52,Low,Expert,0.16,0.37,9.41,974047.67
10,13,5.56,9,Senior,4,1.79,Initiation,0.69,0.99,High,Expert,0.06,0.62,9.08,756800.17
3,8,3.73,8,Mixed,1,0.63,Closure,0.95,1.99,Critical,Expert,0.14,0.98,7.49,574016.78
26,20,4.11,13,Mixed,1,0.65,Initiation,0.94,3.14,Critical,Expert,0.0,0.78,5.13,1511501.26
11,18,6.89,8,Junior,3,1.43,Initiation,0.64,3.3,Medium,New,0.0,0.69,6.74,963015.19
13,20,7.25,10,Senior,3,1.7,Initiation,0.56,5.27,Low,Familiar,0.0,0.61,3.26,1481159.47
10,15,6.48,13,Senior,4,0.45,Planning,0.62,4.39,High,Expert,0.07,0.62,4.33,1006372.35
12,14,4.8,6,Junior,2,3.05,Planning,0.77,3.37,Medium,Expert,0.0,0.7,4.41,519352.12
16,24,10.0,9,Mixed,5,1.54,Monitoring,0.85,2.16,Low,New,0.04,0.38,8.18,1318524.39
9,15,6.54,10,Mixed,5,0.71,Monitoring,0.5,3.46,Low,New,0.08,0.47,2.61,922922.37
33,27,5.81,17,Senior,1,3.14,Closure,0.76,5.17,Critical,Familiar,0.0,0.35,6.71,2053952.36
5,12,4.88,6,Senior,2,0.52,Planning,0.89,0.94,High,Familiar,0.02,0.41,7.0,809804.0
10,11,5.25,5,Senior,2,0.96,Execution,0.64,2.51,High,Expert,0.16,0.93,1.24,491162.31
13,18,7.24,14,Senior,3,1.82,Closure,0.57,2.36,Low,Familiar,0.01,0.79,1.21,1530536.83
12,18,7.36,15,Senior,4,2.01,Initiation,0.74,1.89,High,Expert,0.02,0.4,9.2,1296572.25
24,19,4.94,10,Mixed,1,1.88,Initiation,0.73,0.87,Low,Familiar,0.0,0.69,9.29,1256350.56
11,11,4.67,7,Senior,1,2.13,Execution,0.65,1.02,High,Familiar,0.06,0.57,7.41,853054.07
6,8,3.65,9,Junior,0,0.39,Monitoring,0.66,8.22,Low,New,0.12,0.6,3.03,628543.44
7,12,4.95,9,Junior,1,0.54,Closure,0.93,0.74,Low,New,0.03,0.84,2.35,615813.05
14,14,5.83,11,Mixed,2,0.17,Execution,0.76,2.01,Low,Expert,0.04,0.42,3.25,889238.48
12,17,6.65,13,Expert,2,1.76,Closure,0.68,2.51,High,Expert,0.0,0.99,1.75,941661.78
13,24,10.0,12,Mixed,7,1.58,Execution,0.74,1.66,Low,New,0.04,0.45,1.43,1178223.0
19,24,9.62,13,Senior,6,1.59,Initiation,0.54,6.01,Low,New,0.0,0.96,3.15,1689379.43
20,15,3.59,10,Senior,2,1.24,Initiation,0.38,1.65,Critical,Familiar,0.0,0.33,7.93,1130294.77
29,26,6.58,17,Mixed,3,1.17,Monitoring,0.66,3.43,Medium,Familiar,0.0,0.57,5.63,1779959.88
11,16,8.14,7,Mixed,3,0.82,Closure,0.62,1.45,Low,Familiar,0.21,0.91,7.19,838290.76
9,10,4.48,7,Mixed,1,1.79,Closure,0.93,1.82,Low,Familiar,0.11,0.34,7.81,445169.8
10,9,3.0,9,Senior,3,2.89,Planning,0.69,0.98,Critical,Familiar,0.0,0.85,4.43,817780.68
29,24,5.02,19,Senior,1,3.16,Closure,0.79,6.6,Low,Expert,0.0,0.62,6.13,1884499.48
18,23,10.0,15,Senior,6,1.73,Planning,0.89,1.4,High,Familiar,0.08,0.53,5.94,1645011.32
18,22,7.78,10,Mixed,5,2.99,Initiation,0.8,2.54,High,Familiar,0.0,0.89,7.33,1474633.34
21,22,8.11,17,Mixed,5,1.69,Initiation,0.65,6.76,High,New,0.0,0.45,5.8,1883108.2
11,21,6.3,11,Mixed,4,2.19,Closure,0.9,3.33,Medium,Expert,0.0,0.35,7.85,1353029.59
36,26,5.54,17,Mixed,4,0.59,Initiation,0.78,4.93,Medium,New,0.0,0.88,8.25,1978626.93
12,15,6.09,8,Senior,3,0.94,Planning,0.49,10.6,High,Expert,0.01,0.8,2.35,930294.82
6,11,3.73,8,Mixed,2,5.49,Planning,0.62,2.5,Medium,Familiar,0.0,0.66,9.06,606762.52
5,6,3.2,8,Mixed,0,2.35,Planning,0.79,3.61,Critical,Expert,0.25,0.68,9.93,290144.32
14,15,6.41,13,Mixed,2,1.71,Closure,0.72,2.95,Low,Expert,0.06,0.79,6.73,998230.34
14,23,10.0,12,Junior,4,1.7,Initiation,0.84,1.64,Low,New,0.08,0.47,8.78,1244375.87
6,13,4.41,8,Senior,2,0.83,Execution,0.8,2.69,Critical,Expert,0.0,0.78,5.94,758424.66
43,30,6.7,21,Senior,3,0.65,Execution,0.62,1.34,High,New,0.0,0.56,3.72,2405253.38
17,21,9.32,15,Senior,5,0.97,Execution,0.5,3.16,Low,Expert,0.1,0.44,8.02,1661131.97
13,13,4.96,5,Expert,1,1.04,Closure,0.76,2.31,High,Expert,0.0,0.88,3.15,542664.89
16,20,8.28,9,Senior,3,1.77,Planning,0.87,1.75,Medium,New,0.03,0.79,3.07,1184974.53
36,31,6.98,26,Expert,5,3.88,Closure,0.57,3.48,Medium,Familiar,0.0,0.77,4.56,3014763.17
16,13,3.67,13,Mixed,1,0.46,Execution,0.66,1.38,Critical,New,0.0,0.65,1.66,1077789.11
12,17,6.03,10,Mixed,2,5.89,Initiation,0.77,4.54,Medium,Familiar,0.0,0.57,6.31,814365.48
